,location,country_code,latitude,longitude,confirmed,dead,recovered,velocity_confirmed,velocity_dead,velocity_recovered,updated
231,Urucurituba,br,-3.1286852,-58.1551349,235,2.0,,0,0,0,2020-06-13 00:20:38.634642+00:00
232,"Tucker County, West Virginia",us,39.1083806,-79.6502105,252,1.0,0.0,8,1,0,2020-12-17 17:48:16.112082+00:00
233,"Martin County, Minnesota",us,43.6266807,-94.479976,1465,23.0,,18,0,0,2020-12-17 17:45:41.346197+00:00
234,Urânia,br,-20.245927,-50.6459663,37,2.0,,3,0,0,2020-06-13 00:20:38.763756+00:00
235,Montanhas,br,-6.4856202,-35.2844749,16,1.0,,0,0,0,2020-06-13 00:20:13.929530+00:00
236,"Brown County, Minnesota",us,44.2294379,-94.645035,1870,26.0,,21,0,0,2020-12-17 17:45:41.346197+00:00
237,Salto do Lontra,br,-25.7820598,-53.3102927,1,0.0,,0,0,0,2020-06-13 00:20:27.125258+00:00
238,"Furnas County, Nebraska",us,40.12139699999999,-99.99122539999999,338,4.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
239,"Henry County, Illinois",us,41.361088,-90.0746767,3382,43.0,,30,17,0,2020-12-17 17:45:41.346197+00:00
240,Wijdemeren,nl,52.2196884,5.0936663,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
241,São Sebastião do Uatumã,br,-2.5616153,-57.87328789999999,152,1.0,,0,0,0,2020-06-13 00:20:35.210099+00:00
242,"Sedgwick County, Colorado",us,40.8568843,-102.3463875,118,2.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
243,Oldenburg,de,53.1434501,8.214552099999999,3533,50.0,,0,0,0,2020-12-17 00:00:00+00:00
244,Bastos,br,-21.9221397,-50.7317774,2,0.0,,0,0,0,2020-06-13 00:19:44.790804+00:00
245,Anshun,cn,26.253088,105.947595,4,0.0,4.0,0,0,0,2020-12-18 17:54:48.508171+00:00
246,"Mitchell County, North Carolina",us,36.0277763,-82.1496049,740,7.0,,14,1,0,2020-12-17 17:45:41.346197+00:00
247,"Pulaski County, Indiana",us,40.9957383,-86.8220341,702,28.0,,15,0,0,2020-12-17 17:45:41.346197+00:00
248,"Johnson County, Kentucky",us,37.8048335,-82.8640623,1016,12.0,,9,1,0,2020-12-17 17:45:41.346197+00:00
249,"Campbell County, Kentucky",us,38.8951891,-84.3962535,4037,25.0,,59,1,0,2020-12-17 17:45:41.346197+00:00
250,"West Baton Rouge County, Louisiana",us,30.4751202,-91.3276422,1619,46.0,,17,0,0,2020-12-17 17:45:41.346197+00:00
251,"Trumbull County, Ohio",us,41.3064984,-80.7214417,9275,219.0,,215,21,0,2020-12-17 17:45:41.346197+00:00
252,"Las Piedras County, Puerto Rico",us,18.1855753,-65.87362449999999,580,0.0,0.0,12,0,0,2020-12-17 17:48:16.112082+00:00
253,Illizi,dz,26.5094346,8.4732718,140,140.0,0.0,0,0,0,2020-12-18 17:48:45.461209+00:00
254,Chlef,dz,36.147424,1.3083685,248,248.0,3.0,0,0,0,2020-12-18 17:48:45.673618+00:00
255,FCT,ng,8.8940691,7.1860402,6385,82.0,5934.0,0,0,0,2020-12-18 17:48:45.894055+00:00
256,Jura,fr,46.76247499999999,5.6729159,1261,196.0,833.0,0,0,0,2020-12-18 17:53:11.974363+00:00
257,Terra Roxa,br,-24.161658,-54.0980839,26,0.0,,3,0,0,2020-06-13 00:20:36.474504+00:00
258,Sächsische Schweiz-Osterzgebirge,de,50.89819490000001,13.8716319,7779,220.0,,0,0,0,2020-12-17 00:00:00+00:00
259,Dionísio Cerqueira,br,-26.2649782,-53.636269,4,2.0,,2,0,0,2020-06-13 00:19:56.265282+00:00
260,Nazaré do Piauí,br,-6.971285099999999,-42.673967,1,0.0,,0,0,0,2020-06-13 00:20:15.361728+00:00
261,Barnsley,gb,53.55263,-1.479726,807,,,0,0,0,2020-05-14 15:01:09+00:00
262,Bela Vista do Paraíso,br,-22.9959817,-51.2422395,6,2.0,,1,0,0,2020-06-13 00:19:44.974767+00:00
263,Qitaihe,cn,45.771726,131.0031381,17,0.0,17.0,0,0,0,2020-12-18 17:54:48.508171+00:00
264,"Barber County, Kansas",us,37.2299788,-98.7481167,249,2.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
265,"McMullen County, Texas",us,28.3102323,-98.5721016,48,1.0,0.0,1,0,0,2020-12-17 17:48:16.112082+00:00
266,Novo Horizonte do Sul,br,-22.6697886,-53.86064829999999,1,0.0,,0,0,0,2020-06-13 00:20:16.950078+00:00
267,Bonito,br,-21.1265516,-56.4841032,67,10.0,,4,0,0,2020-06-13 00:19:46.362368+00:00
268,Espigão D'Oeste,br,-11.5323149,-61.0169967,37,2.0,,0,0,0,2020-06-13 00:19:57.517077+00:00
269,Tabaporã,br,-11.3085337,-56.8215893,1,0.0,,0,0,0,2020-06-13 00:20:35.481618+00:00
270,Porto dos Gaúchos,br,-11.5356305,-57.4065172,5,0.0,,0,0,0,2020-06-13 00:20:23.091868+00:00
271,Santo Antônio de Lisboa,br,-27.5063601,-48.5199887,3,0.0,,0,0,0,2020-06-13 00:20:29.066136+00:00
272,Senador Firmino,br,-20.917238,-43.1005463,1,0.0,,0,0,0,2020-06-13 00:20:29.892170+00:00
273,Tabira,br,-7.584690900000001,-37.5381606,57,2.0,,4,0,0,2020-06-13 00:20:35.531981+00:00
274,Jupiá,br,-26.3955214,-52.7302727,15,0.0,,0,0,0,2020-06-13 00:20:07.973896+00:00
275,"Cobb County, Georgia",us,33.8999297,-84.56414699999999,37120,544.0,,575,2,0,2020-12-17 17:45:41.346197+00:00
276,Cambé,br,-23.2780418,-51.2810444,69,3.0,,1,0,0,2020-06-13 00:19:48.687761+00:00
277,Flores do Piauí,br,-7.788338199999999,-42.9183928,1,1.0,,0,0,0,2020-06-13 00:19:58.326888+00:00
278,Ibipitanga,br,-12.8808773,-42.4859544,5,0.0,,0,0,0,2020-06-13 00:20:01.493559+00:00
279,Lagoa do Tocantins,br,-10.3683963,-47.5384025,0,0.0,,0,0,0,2020-06-13 00:20:08.944929+00:00
280,Boqueirão do Piauí,br,-4.4842305,-42.1096711,2,0.0,,0,0,0,2020-06-13 00:19:46.373443+00:00
281,"Fredericksburg County, Virginia",us,38.3031837,-77.4605399,865,8.0,0.0,5,0,0,2020-12-17 17:48:16.112082+00:00
282,"Judith Basin County, Montana",us,47.0609367,-110.2577109,73,0.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
283,Florânia,br,-6.1270766,-36.8182552,9,0.0,,0,0,0,2020-06-13 00:19:58.456418+00:00
284,Het Hogeland,nl,53.3005041,6.596372199999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
285,Ibiara,br,-7.499547000000001,-38.4039358,5,0.0,,0,0,0,2020-06-13 00:20:01.382180+00:00
286,Imbuia,br,-27.4920242,-49.4224324,1,0.0,,0,0,0,2020-06-13 00:20:02.394991+00:00
287,Israelândia,br,-16.3655259,-50.8664451,2,0.0,,0,0,0,2020-06-13 00:20:03.462703+00:00
288,Lavandeira,br,-12.787652,-46.5092039,0,0.0,,0,0,0,2020-06-13 00:20:09.528896+00:00
289,"Granville County, North Carolina",us,36.2799451,-78.6114999,3177,60.0,,41,0,0,2020-12-17 17:45:41.346197+00:00
290,Guatapará,br,-21.4949365,-48.0361118,2,0.0,,0,0,0,2020-06-13 00:20:00.841904+00:00
291,"Fulton County, Pennsylvania",us,39.9048759,-78.1564432,558,7.0,,11,0,0,2020-12-17 17:45:41.346197+00:00
292,Encruzilhada do Sul,br,-30.5454936,-52.5257016,9,1.0,,0,0,0,2020-06-13 00:19:57.171870+00:00
293,Pedro Canário,br,-18.2963839,-39.9570654,39,2.0,,0,0,0,2020-06-13 00:20:19.920355+00:00
294,Itapecerica da Serra,br,-23.7153615,-46.8525874,664,51.0,,13,1,0,2020-06-13 00:20:04.324054+00:00
295,Ibicuí,br,-14.8433209,-39.9859037,10,0.0,,0,0,0,2020-06-13 00:20:01.459625+00:00
296,Mariápolis,br,-21.7963912,-51.1829113,1,0.0,,0,0,0,2020-06-13 00:20:12.192376+00:00
297,Monte Carlo,br,-27.1555133,-50.9080913,8,0.0,,4,0,0,2020-06-13 00:20:14.127373+00:00
298,Uru,br,-21.7845705,-49.2811677,3,1.0,,0,0,0,2020-06-13 00:20:38.530182+00:00
299,Itamonte,br,-22.2864029,-44.86844869999999,41,0.0,,0,0,0,2020-06-13 00:20:04.171711+00:00
300,Eindhoven,nl,51.44164199999999,5.4697225,2,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
301,Joinville,br,-26.2834213,-48.8452269,569,23.0,,6,0,0,2020-06-13 00:20:07.317704+00:00
302,Lutécia,br,-22.3391503,-50.3941723,0,0.0,,0,0,0,2020-06-13 00:20:10.302371+00:00
303,"Sanpete County, Utah",us,39.3090085,-111.5706786,1842,8.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
304,Urbano Santos,br,-3.2059127,-43.39881099999999,834,3.0,,-5,0,0,2020-06-13 00:20:38.515063+00:00
305,"Marion County, Missouri",us,39.8464028,-91.63721500000001,2155,23.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
306,Ouriçangas,br,-12.0141706,-38.6280749,2,0.0,,0,0,0,2020-06-13 00:20:17.677005+00:00
307,"Yakima County, Washington",us,46.543606,-120.7558291,16715,300.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
308,"Aguas Buenas County, Puerto Rico",us,18.2568989,-66.1029442,410,0.0,0.0,4,0,0,2020-12-17 17:48:16.112082+00:00
309,Marema,br,-26.8034482,-52.6288755,6,1.0,,0,0,0,2020-06-13 00:20:11.906861+00:00
310,Carmópolis de Minas,br,-20.540812,-44.6386557,18,0.0,,0,0,0,2020-06-13 00:19:50.561911+00:00
311,Sarandi,br,-23.4445985,-51.8764341,37,1.0,,0,1,0,2020-06-13 00:20:29.553184+00:00
312,Schwäbisch Hall,de,49.1124645,9.7372649,3044,84.0,,0,0,0,2020-12-17 00:00:00+00:00
313,"Broomfield County, Colorado",us,39.9205411,-105.0866504,2544,61.0,,33,0,0,2020-12-17 17:45:41.346197+00:00
314,Pinheiros,br,-18.083333,-43.633333,53,3.0,,5,0,0,2020-06-13 00:20:20.882956+00:00
315,Rio de Janeiro,br,-22.9068467,-43.1728965,40017,4850.0,,0,0,0,2020-06-13 00:20:26.327257+00:00
316,Rostock,de,54.0924406,12.0991466,1529,18.0,,0,0,0,2020-12-17 00:00:00+00:00
317,Orós,br,-6.2446364,-38.9156022,94,1.0,,5,0,0,2020-06-13 00:20:17.587296+00:00
318,Antônio Carlos,br,-27.5179042,-48.7684179,31,4.0,,0,0,0,2020-06-13 00:19:42.098550+00:00
319,Schwerin,de,53.6355022,11.4012499,684,8.0,,0,0,0,2020-12-17 00:00:00+00:00
320,Tieling,cn,42.223828,123.726035,8,0.0,8.0,0,0,0,2020-12-18 17:54:48.508171+00:00
321,Ananindeua,br,-1.3650671,-48.3746372,3416,294.0,,0,0,0,2020-06-13 00:19:41.740055+00:00
322,Barretos,br,-20.5533374,-48.5703793,386,14.0,,34,0,0,2020-06-13 00:19:44.594080+00:00
323,"Cochise County, Arizona",us,31.82845799999999,-109.949686,5622,101.0,,100,1,0,2020-12-17 17:45:41.346197+00:00
324,Centenário,br,-9.0109993,-47.3706554,1,0.0,,0,0,0,2020-06-13 00:19:51.343350+00:00
325,Carnaubais,br,-5.342201,-36.8338191,21,0.0,,0,0,0,2020-06-13 00:19:50.582432+00:00
326,"Cherokee County, Kansas",us,37.1142482,-94.81059549999999,1481,13.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
327,"Graves County, Kentucky",us,36.6887728,-88.7108964,2300,42.0,,30,1,0,2020-12-17 17:45:41.346197+00:00
328,Capim Branco,br,-19.5475298,-44.1301736,5,0.0,,0,0,0,2020-06-13 00:19:49.795017+00:00
329,Frutuoso Gomes,br,-6.1570849,-37.8378324,5,0.0,,0,0,0,2020-06-13 00:19:59.202693+00:00
330,Tacaratu,br,-9.1052044,-38.1498828,10,1.0,,2,0,0,2020-06-13 00:20:35.600650+00:00
331,São Rafael,br,-5.8019756,-36.8834071,23,2.0,,0,0,0,2020-06-13 00:20:34.948901+00:00
332,Guiyang,cn,26.647661,106.630153,36,1.0,35.0,0,0,0,2020-12-18 17:54:48.508171+00:00
333,"Beaver County, Oklahoma",us,36.7440186,-100.5296115,281,2.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
334,"Kimball County, Nebraska",us,41.1856601,-103.6362715,303,4.0,,8,0,0,2020-12-17 17:45:41.346197+00:00
335,"Sharkey County, Mississippi",us,32.9860902,-90.8294002,362,17.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
336,"Deschutes County, Oregon",us,43.83251,-121.2616541,3389,18.0,,47,0,0,2020-12-17 17:45:41.346197+00:00
337,Southwest China,cn,35.86166,104.195397,4,0.0,4.0,0,0,0,2020-12-18 17:54:48.508171+00:00
338,Dongcheng district,cn,39.92835300000001,116.416357,19,0.0,1.0,0,0,0,2020-12-18 17:54:48.508171+00:00
339,Caririaçu,br,-7.0417977,-39.2855054,28,3.0,,3,0,0,2020-06-13 00:19:50.401029+00:00
340,"Calloway County, Kentucky",us,36.6402766,-88.28504199999999,2105,19.0,,14,1,0,2020-12-17 17:45:41.346197+00:00
341,"Scotland County, Missouri",us,40.4921465,-92.18432849999999,216,2.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
342,"Kiowa County, Colorado",us,38.3769671,-102.7135121,58,1.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
343,Quindío,co,4.4610191,-75.667356,123,4.0,95.0,1,0,0,2020-06-13 00:20:43.704995+00:00
344,Bordj Bou Arréridj,dz,36.0704188,4.7564046,422,422.0,30.0,0,0,0,2020-12-18 17:48:45.484723+00:00
345,"Robertson County, Kentucky",us,38.5224338,-84.0378894,114,3.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
346,Quixeramobim,br,-5.2915408,-39.4035876,434,19.0,,1,1,0,2020-06-13 00:20:25.023457+00:00
347,"Powell County, Montana",us,46.9311447,-112.9745473,774,5.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
348,"Fountain County, Indiana",us,40.22271970000001,-87.3347575,1297,19.0,,12,0,0,2020-12-17 17:45:41.346197+00:00
349,"King William County, Virginia",us,37.7372121,-77.1485163,367,5.0,0.0,7,0,0,2020-12-17 17:48:16.112082+00:00
350,"Henry County, Georgia",us,33.4347963,-84.14351359999999,11084,148.0,,163,1,0,2020-12-17 17:45:41.346197+00:00
351,Itararé,br,-24.1089373,-49.33568589999999,5,0.0,,1,0,0,2020-06-13 00:20:04.866027+00:00
352,"Chippewa County, Wisconsin",us,45.0673752,-91.2924666,5628,65.0,0.0,35,2,0,2020-12-17 17:48:16.112082+00:00
353,"Camden County, New Jersey",us,39.8592439,-75.0143824,24930,750.0,,333,4,0,2020-12-17 17:45:41.346197+00:00
354,Mill en Sint Hubert,nl,51.6798065,5.7553811,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
355,"Floyd County, Kentucky",us,37.5455463,-82.7778579,1603,9.0,,20,0,0,2020-12-17 17:45:41.346197+00:00
356,Algiers,dz,36.7724841,3.0551159,6506,6506.0,145.0,0,0,0,2020-12-18 17:48:45.122843+00:00
357,"Gilmer County, West Virginia",us,38.9203312,-80.8543847,262,0.0,0.0,4,-1,0,2020-12-17 17:48:16.112082+00:00
358,Kyiv,ua,50.4501,30.5234,95160,1631.0,29897.0,0,0,0,2020-12-18 17:54:56.532119+00:00
359,Roseira,br,-22.9007966,-45.3089952,8,1.0,,0,0,0,2020-06-13 00:20:26.617665+00:00
360,Maracanaú,br,-3.8674127,-38.6261113,2643,177.0,,17,4,0,2020-06-13 00:20:11.439857+00:00
361,Okinawa,jp,26.3343533,127.8056058,145,6.0,139.0,0,0,0,2020-06-13 00:21:00.696874+00:00
362,"Matagorda County, Texas",us,28.8204837,-95.9832577,1655,64.0,0.0,57,0,0,2020-12-17 17:48:16.112082+00:00
363,Enugu,ng,6.4583661,7.5463885,1332,21.0,1290.0,0,0,0,2020-12-18 17:48:45.970346+00:00
364,Linhares,br,-19.4021415,-40.0670118,607,12.0,,53,1,0,2020-06-13 00:20:09.937563+00:00
365,Machado,br,-21.6782427,-45.9223323,10,0.0,,0,0,0,2020-06-13 00:20:10.671049+00:00
366,"Deuel County, Nebraska",us,41.1401755,-102.3005803,64,0.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
367,"Delaware County, Pennsylvania",us,39.907793,-75.3878525,25450,915.0,,232,51,0,2020-12-17 17:45:41.346197+00:00
368,"Montgomery County, Indiana",us,40.019879,-86.8220341,2424,38.0,,57,0,0,2020-12-17 17:45:41.346197+00:00
369,Vila Valério,br,-18.9954309,-40.3863296,49,1.0,,2,1,0,2020-06-13 00:20:39.592297+00:00
370,"Wayne County, Utah",us,38.3337024,-110.8076084,63,0.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
371,Cariré,br,-3.9489642,-40.4763889,150,3.0,,1,1,0,2020-06-13 00:19:50.413075+00:00
372,"Hamlin County, South Dakota",us,44.6998712,-97.179026,567,30.0,0.0,3,1,0,2020-12-17 17:48:16.112082+00:00
373,"Beaver County, Utah",us,38.3266376,-113.287085,257,2.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
374,"Tinian County, Northern Mariana Islands",us,15.0043455,145.6356577,2,0.0,,0,0,0,2020-12-17 17:45:41.346197+00:00
375,Minden-Lübbecke,de,52.33515380000001,8.7623421,5916,64.0,,0,0,0,2020-12-17 00:00:00+00:00
376,Meißen,de,51.1617842,13.4976592,5976,212.0,,0,0,0,2020-12-17 00:00:00+00:00
377,Kelheim,de,48.9184118,11.886563,2033,40.0,,0,0,0,2020-12-17 00:00:00+00:00
378,Landsberg a.Lech,de,48.050783,10.8703515,2126,25.0,,0,0,0,2020-12-17 00:00:00+00:00
379,Daxing District,cn,39.726929,116.341395,104,0.0,16.0,0,0,0,2020-12-18 17:54:48.508171+00:00
380,"Talbot County, Georgia",us,32.6891322,-84.5222189,262,9.0,,4,1,0,2020-12-17 17:45:41.346197+00:00
381,Lindóia do Sul,br,-27.0515862,-52.0831281,60,0.0,,0,0,0,2020-06-13 00:20:09.895325+00:00
382,"Real County, Texas",us,29.8851459,-99.8124935,171,10.0,0.0,1,0,0,2020-12-17 17:48:16.112082+00:00
383,Muricilândia,br,-7.147087699999999,-48.60956299999999,4,0.0,,0,0,0,2020-06-13 00:20:15.015478+00:00
384,Novo Jardim,br,-11.8204182,-46.6258357,0,0.0,,0,0,0,2020-06-11 22:48:51.176180+00:00
385,Loire-Atlantique,fr,47.27804680000001,-1.8157647,2370,379.0,1733.0,0,0,0,2020-12-18 17:53:11.973806+00:00
386,Losser,nl,52.2628522,7.005785299999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
387,Itabela,br,-16.5766594,-39.5580624,26,0.0,,2,0,0,2020-06-13 00:20:03.532296+00:00
388,Buren,nl,51.9103889,5.334058400000001,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
389,Ostprignitz-Ruppin,de,52.9645366,12.7526723,883,2.0,,0,0,0,2020-12-17 00:00:00+00:00
390,São Joaquim,br,-28.2924762,-49.9375744,8,0.0,,0,0,0,2020-06-13 00:20:32.813472+00:00
391,Mateiros,br,-10.5465668,-46.4180916,0,0.0,,0,0,0,2020-06-13 00:20:12.474986+00:00
392,Novo Alegre,br,-12.9157038,-46.576126,1,1.0,,0,0,0,2020-06-13 00:20:16.861433+00:00
393,Monte Santo do Tocantins,br,-10.0078852,-48.9945141,0,0.0,,0,0,0,2020-06-13 00:20:14.216337+00:00
394,"Lincoln County, Arkansas",us,33.9185116,-91.714958,2704,20.0,,8,0,0,2020-12-17 17:45:41.346197+00:00
395,Maasdriel,nl,51.7689071,5.3233045,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
396,"Decatur County, Georgia",us,30.8720058,-84.5222189,1808,48.0,,12,0,0,2020-12-17 17:45:41.346197+00:00
397,"Douglas County, Minnesota",us,45.9279387,-95.4218815,3245,52.0,,18,0,0,2020-12-17 17:45:41.346197+00:00
398,"Houston County, Tennessee",us,36.283619,-87.658113,712,21.0,0.0,5,0,0,2020-12-17 17:48:16.112082+00:00
399,"Upson County, Georgia",us,32.9047684,-84.3121264,1768,81.0,,30,0,0,2020-12-17 17:45:41.346197+00:00
400,Várzea Nova,br,-11.2531193,-40.9466551,1,0.0,,0,0,0,2020-06-13 00:20:39.955558+00:00
401,"Tippecanoe County, Indiana",us,40.34697310000001,-86.8220341,13083,54.0,,207,1,0,2020-12-17 17:45:41.346197+00:00
402,"Edgecombe County, North Carolina",us,35.8840053,-77.6536125,2940,78.0,,16,0,0,2020-12-17 17:45:41.346197+00:00
403,Aragoiânia,br,-16.909152,-49.44809919999999,8,0.0,,0,0,0,2020-06-13 00:19:42.503049+00:00
404,Bronckhorst,nl,52.0755954,6.180891799999999,1,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
405,Santa Maria da Boa Vista,br,-8.7996918,-39.8270656,6,0.0,,0,0,0,2020-06-13 00:20:28.071239+00:00
406,"Hardin County, Kentucky",us,37.6565708,-86.0121573,5409,38.0,,113,1,0,2020-12-17 17:45:41.346197+00:00
407,"Alexander County, North Carolina",us,35.8974199,-81.20781640000001,2133,21.0,,24,0,0,2020-12-17 17:45:41.346197+00:00
408,"Montgomery County, Mississippi",us,33.5274427,-89.62516459999999,908,30.0,,6,0,0,2020-12-17 17:45:41.346197+00:00
409,Morro da Garça,br,-18.5434594,-44.6020131,2,1.0,,0,0,0,2020-06-13 00:20:14.597913+00:00
410,Sobradinho,br,-15.6580179,-47.7925346,62,2.0,,10,0,0,2020-06-13 00:20:31.192905+00:00
411,Tomé-Açu,br,-2.4183942,-48.1545546,378,25.0,,0,0,0,2020-06-13 00:20:36.886857+00:00
412,Ipameri,br,-17.722004,-48.1585601,9,0.0,,0,0,0,2020-06-13 00:20:02.812522+00:00
413,"Coshocton County, Ohio",us,40.27358230000001,-81.9534815,1434,15.0,,71,0,0,2020-12-17 17:45:41.346197+00:00
414,"McIntosh County, Oklahoma",us,35.3466151,-95.6457951,1079,14.0,,7,0,0,2020-12-17 17:45:41.346197+00:00
415,"Poquoson County, Virginia",us,37.1223664,-76.3457773,255,3.0,0.0,9,0,0,2020-12-17 17:48:16.112082+00:00
416,Castile and León,es,41.83568210000001,-4.397635699999999,18512,1953.0,8716.0,0,0,0,2020-05-22 14:18:25.542712+00:00
417,Jussari,br,-15.1880343,-39.4941705,5,0.0,,0,0,0,2020-06-13 00:20:08.220699+00:00
418,Eemnes,nl,52.2537461,5.2612754,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
419,"Guayanilla County, Puerto Rico",us,18.0373245,-66.7962869,148,0.0,0.0,4,0,0,2020-12-17 17:48:16.112082+00:00
420,Salgado de São Félix,br,-7.3555209,-35.4401442,43,0.0,,3,0,0,2020-06-13 00:20:26.939322+00:00
421,Tiaret,dz,35.3673553,1.3220322,959,959.0,22.0,0,0,0,2020-12-18 17:48:45.068542+00:00
422,Osun,ng,7.562896399999999,4.5199593,942,20.0,906.0,0,0,0,2020-12-18 17:48:45.999779+00:00
423,Vitória do Mearim,br,-3.4604085,-44.8722032,142,2.0,,0,0,0,2020-06-13 00:20:39.786222+00:00
424,"Unassigned County, Arizona",us,34.0489281,-111.0937311,11,0.0,0.0,0,0,0,2020-12-15 05:49:22.919745+00:00
425,São Desidério,br,-12.3576313,-44.9772871,37,0.0,,4,0,0,2020-06-13 00:20:32.003894+00:00
426,Borebi,br,-22.569845,-48.9725204,5,0.0,,0,0,0,2020-06-13 00:19:46.491492+00:00
427,Conquista D'Oeste,br,-14.5587835,-59.5725012,7,0.0,,0,0,0,2020-06-13 00:19:53.147839+00:00
428,Altötting,de,48.2246432,12.6767839,2661,86.0,,0,0,0,2020-12-17 00:00:00+00:00
429,São João do Sul,br,-29.2243477,-49.8101067,8,0.0,,0,0,0,2020-06-13 00:20:34.100571+00:00
430,Rurópolis,br,-4.093660499999999,-54.911215,110,3.0,,0,0,0,2020-06-13 00:20:26.728638+00:00
431,Sete Barras,br,-24.3844767,-47.92799369999999,13,0.0,,1,0,0,2020-06-13 00:20:30.850809+00:00
432,Tathleeth,sa,19.5342205,43.5029884,1,0.0,0.0,0,0,0,2020-05-10 16:49:37.538170+00:00
433,Candeias,br,-12.6869653,-38.46396319999999,6,0.0,,0,0,0,2020-06-13 00:19:49.421595+00:00
434,Caraúbas,br,-5.7851377,-37.5598274,62,0.0,,0,0,0,2020-06-13 00:19:50.247028+00:00
435,Nova Santa Rita,br,-29.8508291,-51.27406209999999,7,0.0,,0,0,0,2020-06-13 00:20:16.681476+00:00
436,Santa Cruz da Esperança,br,-21.2918668,-47.4288793,5,0.0,,1,0,0,2020-06-13 00:20:27.463193+00:00
437,Paranã,br,-25.2520888,-52.0215415,0,0.0,,0,0,0,2020-06-13 00:20:18.700264+00:00
438,"Curry County, Oregon",us,42.54405029999999,-124.2781762,225,2.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
439,"Anchorage County, Alaska",us,61.2180556,-149.9002778,21181,105.0,0.0,201,2,0,2020-12-17 17:48:16.112082+00:00
440,Pirajuba,br,-19.9096755,-48.70314219999999,3,0.0,,0,0,0,2020-06-13 00:20:21.083651+00:00
441,"Barnstable County, Massachusetts",us,41.69909579999999,-70.32091129999999,4403,211.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
442,"Jim Hogg County, Texas",us,26.995506,-98.7481167,283,10.0,0.0,14,0,0,2020-12-17 17:48:16.112082+00:00
443,"Adjuntas County, Puerto Rico",us,18.1634848,-66.723158,248,0.0,0.0,17,0,0,2020-12-17 17:48:16.112082+00:00
444,Guaraci,br,-20.4999964,-48.9442224,4,0.0,,0,0,0,2020-06-13 00:20:00.480038+00:00
445,Pombal,br,-6.7708458,-37.7973839,89,0.0,,1,0,0,2020-06-13 00:20:21.858815+00:00
446,Campo Largo,br,-25.4596855,-49.5273149,77,2.0,,11,0,0,2020-06-13 00:19:49.051148+00:00
447,São Sebastião da Grama,br,-21.7099531,-46.821526,8,1.0,,0,0,0,2020-06-13 00:20:35.088277+00:00
448,Marumbi,br,-23.7062415,-51.6408616,2,0.0,,0,0,0,2020-06-13 00:20:12.341858+00:00
449,"Macon County, Tennessee",us,36.4983882,-85.971322,2281,34.0,0.0,39,1,0,2020-12-17 17:48:16.112082+00:00
450,Caquetá,co,0.869892,-73.8419063,25,1.0,21.0,0,0,0,2020-06-13 00:20:43.704995+00:00
451,São Joaquim do Monte,br,-8.430767,-35.8109449,56,4.0,,4,0,0,2020-06-13 00:20:32.799232+00:00
452,Djelfa,dz,34.6751691,3.2684215,1213,1213.0,11.0,0,0,0,2020-12-18 17:48:45.141379+00:00
453,Machadinho D'Oeste,br,-9.4200293,-62.0099694,27,1.0,,0,0,0,2020-06-13 00:20:10.637875+00:00
454,Montfoort,nl,52.0362127,4.9518586,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
455,"Wheeler County, Oregon",us,44.6659766,-120.0829624,12,0.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
456,Maracás,br,-13.5307334,-40.5533995,8,1.0,,3,0,0,2020-06-13 00:20:11.480259+00:00
457,Rancharia,br,-22.2308034,-50.8959841,12,1.0,,0,0,0,2020-06-13 00:20:25.086426+00:00
458,"Lee County, Iowa",us,40.70686630000001,-91.44346900000001,2645,23.0,,24,2,0,2020-12-17 17:45:41.346197+00:00
459,"Brown County, Kansas",us,39.770047,-95.4777811,929,17.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
